,"doc_std_name","doc_std_name_id","check","orbis_id","orbis_name","name_type_x","number_patents","elastic_score","levensthein_score","jaro_winkler_score","ratcliff_obershelp_score","pam_score","query","guo_bvd_id","guo_name"
352,"Bijam Biosciences Private Limited",107007263,"n","IN0000024469","FMC INDIA PRIVATE LIMITED","original",1,14,69,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
353,"Bijam Biosciences Private Limited",107007263,"n","IN0000024469","FMC INDIA PRIVATE LIMITED","original",1,14,69,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
357,"APAMSC AUSTRIA GMBH",18677286,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",1,14,70,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
358,"APAMSC AUSTRIA GMBH",18677286,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",1,14,70,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
359,"ACC Austria GmbH",109015066,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",1,14,76,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
360,"ACC Austria GmbH",109015066,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",1,14,76,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
375,"UPN AUSTRIA GMBH",23539335,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",1,14,65,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
376,"UPN AUSTRIA GMBH",23539335,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",1,14,65,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
377,"RETTIG AUSTRIA GMBH",977187,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",1,14,60,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
378,"RETTIG AUSTRIA GMBH",977187,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",1,14,60,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
379,"ERICSSON AUSTRIA GMBH",1760602,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",1,14,67,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
380,"ERICSSON AUSTRIA GMBH",1760602,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",1,14,67,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
389,"VETROPACK AUSTRIA GMBH",4657294,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",1,14,56,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
390,"VETROPACK AUSTRIA GMBH",4657294,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",1,14,56,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
391,"TRIAX AUSTRIA GMBH",2012105,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",1,14,62,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
392,"TRIAX AUSTRIA GMBH",2012105,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",1,14,62,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
397,"FRINGS AUSTRIA GMBH",9833956,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",1,14,70,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
398,"FRINGS AUSTRIA GMBH",9833956,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",1,14,70,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
399,"ASCOM AUSTRIA GMBH",951158,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",1,14,77,1,1,72,"restricted_to_jurisdiction","US940479804","FMC CORP"
400,"ASCOM AUSTRIA GMBH",951158,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",1,14,77,1,1,72,"restricted_to_jurisdiction","US940479804","FMC CORP"
409,"SELECT ARC INC",2513433,"n","US133373736L","MERIAL SELECT INC","original",1,14,65,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
410,"SELECT ARC INC",2513433,"n","US133373736L","MERIAL SELECT INC","original",1,14,65,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
413,"UNIVERSAL ROBOTS HONG KONG LTD",22750996,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",1,14,67,1,1,66,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
414,"TALENT TOP HONG KONG LTD",11527611,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",1,14,67,1,1,66,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
418,"EN TRAK HONG KONG LTD",23377117,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",1,14,71,1,1,70,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
419,"OVERSEA DEV HONG KONG LTD",11524618,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",1,14,69,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
420,"USM CHINA HONG KONG LTD",4402245,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",1,14,64,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
421,"SUMIDA HONG KONG CO LTD",8107413,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",1,14,72,1,1,71,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
422,"VIPER IND HONG KONG LTD",3856388,"n","HK0005647873","MERIAL HONG KONG LIMITED","original",1,14,68,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
424,"E ON ES SVERIGE AB",17505332,"n","SE5565470258","METABO SVERIGE AB","original",1,14,74,1,1,70,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
426,"Meopta optika s.r.o.",105670170,"n","CZ25714490","METABO , S.R.O .","original",1,14,71,1,1,69,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
430,"GYMLEADER NEW ZEALAND LTD",23354106,"n","NZ9429032493290","FMC NEW ZEALAND LIMITED","original",1,14,71,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
431,"HELLA NEW ZEALAND LTD",4293841,"n","NZ9429032493290","FMC NEW ZEALAND LIMITED","original",1,14,73,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
432,"AUERCON NEW ZEALAND LTD",23507882,"n","NZ9429032493290","FMC NEW ZEALAND LIMITED","original",1,14,74,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
433,"BUNGY NEW ZEALAND LTD",23924507,"n","NZ9429032493290","FMC NEW ZEALAND LIMITED","original",1,14,73,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
437,"ORICA NEW ZEALAND LTD",5119269,"n","NZ9429032493290","FMC NEW ZEALAND LIMITED","original",1,14,68,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
439,"CALTEX NEW ZEALAND LTD",5171093,"n","NZ9429032493290","FMC NEW ZEALAND LIMITED","original",1,14,76,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
440,"ANCARE NEW ZEALAND LTD",768740,"n","NZ9429032493290","FMC NEW ZEALAND LIMITED","original",1,14,76,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
441,"HUHTAMAKI NEW ZEALAND LTD",5288400,"n","NZ9429032493290","FMC NEW ZEALAND LIMITED","original",1,14,71,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
443,"TYCO NEW ZEALAND LTD",1730523,"n","NZ9429032493290","FMC NEW ZEALAND LIMITED","original",1,14,70,1,1,73,"restricted_to_jurisdiction","US940479804","FMC CORP"
448,"REV NEW ZEALAND LTD",23687954,"n","NZ9429032493290","FMC NEW ZEALAND LIMITED","original",1,14,71,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
455,"PREXTON THERAPEUTICS SA",23655152,"n","CHCHE270837659","AMAL THERAPEUTICS SA","original",1,14,74,1,1,71,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
458,"NSK EUROPE GMBH",22575894,"n","DE5210346672","KOKI HOLDINGS EUROPE GMBH","original",1,14,75,1,1,69,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
459,"ASML GERMANY GMBH",23400096,"n","DE2012464265","AVICEM GERMANY MANAGEMENT GMBH","original",1,14,64,1,1,66,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
461,"ATEML GERMANY GMBH",7611710,"n","DE2012464265","AVICEM GERMANY MANAGEMENT GMBH","original",1,14,67,1,1,69,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
464,"NAMMO GERMANY GMBH",18668166,"n","DE2012464265","AVICEM GERMANY MANAGEMENT GMBH","original",1,14,67,1,1,66,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
465,"ADI GERMANY GMBH",9585774,"n","DE2012464265","AVICEM GERMANY MANAGEMENT GMBH","original",1,14,65,1,1,67,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
466,"FUJITSU TEN MINDA INDIA PRIVATE LTD",24175515,"n","IN0002900316","FMC INDIA PRIVATE LIMITED","original",1,14,67,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
467,"SINDAN PHARMA SRL",222576,"n","RO28760766","ORION PHARMA ROMANIA SRL","original",1,14,63,1,1,66,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
481,"PHOENIX FIRE BETEILIGUNGS GMBH",18050057,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",1,14,72,1,1,71,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
482,"PHOENIX FIRE BETEILIGUNGS GMBH",18050057,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",1,14,72,1,1,71,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
483,"DC PLUS BETEILIGUNGS GMBH",18405741,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",1,14,75,1,1,70,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
484,"DC PLUS BETEILIGUNGS GMBH",18405741,"n","DE6070640783","KOKINETICS CZ BETEILIGUNGS GMBH","original",1,14,75,1,1,70,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
487,"CUSTOM STAMPING INC",3696900,"n","US230285780L","NORTHERN STAMPING INC","original",1,14,60,1,1,66,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
489,"FIME S.p.A.",107613423,"n","IT06249710150","BIDACHEM S.P.A.","original",1,14,67,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
490,"FIME S.p.A.",107613423,"n","IT06249710150","BIDACHEM S.P.A.","original",1,14,67,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
491,"FIME S.p.A.",107613423,"n","IT06249710150","BIDACHEM S.P.A.","original",1,14,67,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
492,"Clerprem S.p.A.",152519840,"n","IT06249710150","BIDACHEM S.P.A.","original",1,14,64,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
493,"Clerprem S.p.A.",152519840,"n","IT06249710150","BIDACHEM S.P.A.","original",1,14,64,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
494,"Clerprem S.p.A.",152519840,"n","IT06249710150","BIDACHEM S.P.A.","original",1,14,64,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
495,"ALTRA INDUSTRIES, LLC",111706596,"n","US202895832L","FMC INDUSTRIES LLC","original",1,14,79,1,1,72,"restricted_to_jurisdiction","US940479804","FMC CORP"
498,"Fineline Industries, LLC",153619851,"n","US228178586L","FMC INDUSTRIES LLC","original",1,14,78,1,1,72,"restricted_to_jurisdiction","US940479804","FMC CORP"
499,"Stinger Industries, LLC",111100245,"n","US228178586L","FMC INDUSTRIES LLC","original",1,14,70,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
500,"METROPOLIS INDUSTRIES, LLC",111766811,"n","US228178586L","FMC INDUSTRIES LLC","original",1,14,65,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
503,"Reliance Industries, LLC",106355621,"n","US228178586L","FMC INDUSTRIES LLC","original",1,14,68,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
504,"Creative Industries, LLC",110818707,"n","US228178586L","FMC INDUSTRIES LLC","original",1,14,78,1,1,72,"restricted_to_jurisdiction","US940479804","FMC CORP"
505,"Reliance Industries, LLC",111861683,"n","US228178586L","FMC INDUSTRIES LLC","original",1,14,68,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
506,"Richards Industries, LLC",111098186,"n","US228178586L","FMC INDUSTRIES LLC","original",1,14,68,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
507,"Mikowen Industries, LLC",107892545,"n","US228178586L","FMC INDUSTRIES LLC","original",1,14,70,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
508,"Delphon Industries LLC",106441696,"n","US228178586L","FMC INDUSTRIES LLC","original",1,14,75,1,1,72,"restricted_to_jurisdiction","US940479804","FMC CORP"
509,"McNally Industries, LLC",109152414,"n","US228178586L","FMC INDUSTRIES LLC","original",1,14,70,1,1,72,"restricted_to_jurisdiction","US940479804","FMC CORP"
510,"Akerue Industries LLC",111084607,"n","US202895832L","FMC INDUSTRIES LLC","original",1,14,77,1,1,72,"restricted_to_jurisdiction","US940479804","FMC CORP"
511,"Merillat Industries, LLC",111086902,"n","US228178586L","FMC INDUSTRIES LLC","original",1,14,68,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
512,"Grote Industries, LLC",152640754,"n","US202895832L","FMC INDUSTRIES LLC","original",1,14,79,1,1,72,"restricted_to_jurisdiction","US940479804","FMC CORP"
515,", Cognis IP Management GmbH",112183879,"n","DE2012464265","AVICEM GERMANY MANAGEMENT GMBH","original",1,13,69,1,1,67,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
516,", COGNIS IP MANAGEMENT GMBH",111567282,"n","DE2012464265","AVICEM GERMANY MANAGEMENT GMBH","original",1,13,69,1,1,67,"restricted_to_jurisdiction","CN*J00S4140","AVIC ELECTROMECHANICAL SYSTEMS CO."
526,"HC PHARMA AG",23684934,"n","CHCHE107308273","ORION PHARMA AG","original",1,13,74,1,1,71,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
529,"WOODWARD IDS SWITZERLAND GMBH",22344318,"n","CHCHE217276764","FMC SWITZERLAND IV GMBH","original",1,13,69,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
530,"SOLAR MASTER SWITZERLAND GMBH",2038799,"n","CHCHE282417063","FMC SWITZERLAND GMBH","original",1,13,65,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
531,"GATE GOURMET SWITZERLAND GMBH",1749756,"n","CHCHE217276764","FMC SWITZERLAND IV GMBH","original",1,13,69,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
532,"CARDINAL HEALTH SWITZERLAND GMBH",23499756,"n","CHCHE282417063","FMC SWITZERLAND GMBH","original",1,13,69,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
535,"Orion Dynamics, Inc.",106145717,"n","US*290244220","ORION PHARMA INC .","original",1,13,53,1,1,66,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
537,"ORION DIAMOND INC",2972514,"n","US*290244220","ORION PHARMA INC .","original",1,13,55,1,1,67,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
542,"DEHLER DEUTSCHLAND GMBH",13760301,"n","DE6190197069","BOEHRINGER INGELHEIM DEUTSCHLAND GMBH","original",1,13,70,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
543,"CONERGY DEUTSCHLAND GMBH",17139289,"n","DE6190197069","BOEHRINGER INGELHEIM DEUTSCHLAND GMBH","original",1,13,69,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
544,"BEKAERT DEUTSCHLAND GMBH",9585502,"n","DE6190197069","BOEHRINGER INGELHEIM DEUTSCHLAND GMBH","original",1,13,69,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
546,"ALBRIGHT DEUTSCHLAND GMBH",19025801,"n","DE6190197069","BOEHRINGER INGELHEIM DEUTSCHLAND GMBH","original",1,13,68,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
549,"PIERALISI DEUTSCHLAND GMBH",17417804,"n","DE6190197069","BOEHRINGER INGELHEIM DEUTSCHLAND GMBH","original",1,13,67,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
551,"KOELNER DEUTSCHLAND GMBH",9847529,"n","DE6190197069","BOEHRINGER INGELHEIM DEUTSCHLAND GMBH","original",1,13,66,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
555,"BETE DEUTSCHLAND GMBH",23850511,"n","DE6190197069","BOEHRINGER INGELHEIM DEUTSCHLAND GMBH","original",1,13,69,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
556,"DELPHI DEUTSCHLAND GMBH",4490287,"n","DE6190197069","BOEHRINGER INGELHEIM DEUTSCHLAND GMBH","original",1,13,67,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
559,"ADD BULGARIA OOD",18406239,"n","BG131462461","FMC AGRO BULGARIA EOOD","original",1,13,74,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
560,"VELMAR BULGARIA OOD",5428108,"n","BG131462461","FMC AGRO BULGARIA EOOD","original",1,13,68,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
561,"SOLKAV BULGARIA OOD",5427284,"n","BG*110001478241","CHEMINOVA BULGARIA EOOD","original",1,13,57,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
562,"BERHTOLD BULGARIA OOD",5426799,"n","BG131462461","FMC AGRO BULGARIA EOOD","original",1,13,70,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
563,"ONESTEEL MANUFACTURING PTY LIMITED",865406,"n","AU132767956","FMC MANUFACTURING PTY LTD","original",1,13,71,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
564,"ONESTEEL MANUFACTURING PTY LIMITED",865406,"n","AU132767956","FMC MANUFACTURING PTY LTD","original",1,13,71,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
565,"EASTERN WELL SERVICE PTY LTD",4590451,"n","AU062841007","EASTERN ALUMINIUM PTY LTD","original",1,13,57,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
566,"EASTERN WELL SERVICE PTY LTD",4590451,"n","AU062841007","EASTERN ALUMINIUM PTY LTD","original",1,13,57,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
567,"PHARMAVAL s.r.l.",111859342,"n","IT05941670969","ORION PHARMA S.R.L .","original",1,13,73,1,1,69,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
568,"APHARM S.R.L.",151440211,"n","IT05941670969","ORION PHARMA S.R.L .","original",1,13,60,1,1,67,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
571,"IMPRESS DECOR AUSTRIA GMBH",18069465,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",1,13,60,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
572,"IMPRESS DECOR AUSTRIA GMBH",18069465,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",1,13,60,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
573,"RUAG AEROSPACE AUSTRIA GMBH",1830742,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",1,13,67,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
574,"RUAG AEROSPACE AUSTRIA GMBH",1830742,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",1,13,67,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
577,"MONDI BAGS AUSTRIA GMBH",4865353,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",1,13,59,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
578,"MONDI BAGS AUSTRIA GMBH",4865353,"n","AT9030094309","FMC AGRO AUSTRIA GMBH","original",1,13,59,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
582,"VINEX AUSTRALIA PTY LTD",18007975,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,76,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
583,"CLOROX AUSTRALIA PTY LTD",4873246,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,74,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
585,"MERCER AUSTRALIA PTY LTD",23275245,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,74,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
586,"LOWBAKE AUSTRALIA PTY LTD",4585563,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,72,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
589,"RIVERVAC AUSTRALIA PTY LTD",4871843,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,71,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
591,"CAPHALON AUSTRALIA PTY LTD",4406382,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,71,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
594,"SNIIP (AUSTRALIA) PTY LTD",24032162,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,76,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
595,"ALLEGION AUSTRALIA PTY LTD",23576020,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,79,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
596,"MAKITA AUSTRALIA PTY LTD",4872395,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,74,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
598,"DAMIT AUSTRALIA PTY LTD",5278179,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,76,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
600,"GARTH AUSTRALIA PTY LTD",19496624,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,76,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
602,"GASRES AUSTRALIA PTY LTD",4928817,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,74,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
606,"ECOWISE AUSTRALIA PTY LTD",17517417,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,72,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
607,"ROSMAR AUSTRALIA PTY LTD",4871400,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,74,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
609,"CASETECH AUSTRALIA PTY LTD",983318,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,71,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
610,"MINIFAB AUSTRALIA PTY LTD",2070064,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,72,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
612,"MYKALI AUSTRALIA PTY LTD",24030930,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,74,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
613,"ROBAND AUSTRALIA PTY LTD",2807378,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,74,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
614,"INPHAZE AUSTRALIA PTY LTD",23852111,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,72,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
615,"DST AUSTRALIA PTY LTD",18611724,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,79,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
617,"Sicame Australia Pty Ltd",111381948,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,74,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
618,"ANZON AUSTRALIA PTY LTD",17571680,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,84,1,1,70,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
623,"SOTEK AUSTRALIA PTY LTD",2843690,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,76,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
624,"TS AUSTRALIA PTY LTD",4424483,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,81,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
625,"STSA AUSTRALIA PTY LTD",17909138,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,77,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
626,"UME AUSTRALIA PTY LTD",19128194,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,79,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
631,"NTEC AUSTRALIA PTY LTD",4599334,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,77,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
634,"NGN AUSTRALIA PTY LTD",5262011,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,79,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
635,"KO2 AUSTRALIA PTY LTD",5269218,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,79,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
640,"CATALENT AUSTRALIA PTY LTD",2589993,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,71,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
641,"HAIGH AUSTRALIA PTY LTD",19393844,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",1,13,76,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
